,c_i_child,c_i_parent,counts,p
6199,62,100,3,0.003
6200,63,1,1,0.001
6201,63,2,2,0.002
6202,63,3,5,0.005
6203,63,4,4,0.004
6204,63,5,2,0.002
6205,63,6,4,0.004
6206,63,7,2,0.002
6207,63,8,2,0.002
6208,63,9,7,0.007
6209,63,10,4,0.004
6210,63,11,8,0.008
6211,63,12,0,0.0
6212,63,13,7,0.007
6213,63,14,3,0.003
6214,63,15,5,0.005
6215,63,16,9,0.009
6216,63,17,10,0.01
6217,63,18,5,0.005
6218,63,19,4,0.004
6219,63,20,10,0.01
6220,63,21,9,0.009
6221,63,22,4,0.004
6222,63,23,4,0.004
6223,63,24,10,0.01
6224,63,25,11,0.011
6225,63,26,5,0.005
6226,63,27,6,0.006
6227,63,28,12,0.012
6228,63,29,9,0.009
6229,63,30,10,0.01
6230,63,31,9,0.009
6231,63,32,5,0.005
6232,63,33,10,0.01
6233,63,34,14,0.014
6234,63,35,11,0.011
6235,63,36,20,0.02
6236,63,37,8,0.008
6237,63,38,12,0.012
6238,63,39,8,0.008
6239,63,40,6,0.006
6240,63,41,6,0.006
6241,63,42,12,0.012
6242,63,43,14,0.014
6243,63,44,8,0.008
6244,63,45,12,0.012
6245,63,46,11,0.011
6246,63,47,8,0.008
6247,63,48,8,0.008
6248,63,49,14,0.014
6249,63,50,8,0.008
6250,63,51,12,0.012
6251,63,52,10,0.01
6252,63,53,16,0.016
6253,63,54,12,0.012
6254,63,55,13,0.013
6255,63,56,14,0.014
6256,63,57,17,0.017
6257,63,58,17,0.017
6258,63,59,17,0.017
6259,63,60,7,0.007
6260,63,61,17,0.017
6261,63,62,15,0.015
6262,63,63,14,0.014
6263,63,64,13,0.013
6264,63,65,15,0.015
6265,63,66,12,0.012
6266,63,67,5,0.005
6267,63,68,9,0.009
6268,63,69,18,0.018
6269,63,70,14,0.014
6270,63,71,12,0.012
6271,63,72,23,0.023
6272,63,73,14,0.014
6273,63,74,11,0.011
6274,63,75,17,0.017
6275,63,76,18,0.018
6276,63,77,17,0.017
6277,63,78,17,0.017
6278,63,79,10,0.01
6279,63,80,21,0.021
6280,63,81,11,0.011
6281,63,82,12,0.012
6282,63,83,10,0.01
6283,63,84,10,0.01
6284,63,85,16,0.016
6285,63,86,10,0.01
6286,63,87,14,0.014
6287,63,88,16,0.016
6288,63,89,17,0.017
6289,63,90,15,0.015
6290,63,91,11,0.011
6291,63,92,9,0.009
6292,63,93,9,0.009
6293,63,94,5,0.005
6294,63,95,9,0.009
6295,63,96,5,0.005
6296,63,97,6,0.006
6297,63,98,5,0.005
6298,63,99,3,0.003
6299,63,100,2,0.002
6300,64,1,1,0.001
6301,64,2,0,0.0
6302,64,3,0,0.0
6303,64,4,4,0.004
6304,64,5,1,0.001
6305,64,6,2,0.002
6306,64,7,1,0.001
6307,64,8,5,0.005
6308,64,9,3,0.003
6309,64,10,4,0.004
6310,64,11,3,0.003
6311,64,12,7,0.007
6312,64,13,7,0.007
6313,64,14,5,0.005
6314,64,15,4,0.004
6315,64,16,7,0.007
6316,64,17,5,0.005
6317,64,18,6,0.006
6318,64,19,1,0.001
6319,64,20,6,0.006
6320,64,21,11,0.011
6321,64,22,3,0.003
6322,64,23,3,0.003
6323,64,24,8,0.008
6324,64,25,7,0.007
6325,64,26,11,0.011
6326,64,27,10,0.01
6327,64,28,12,0.012
6328,64,29,6,0.006
6329,64,30,7,0.007
6330,64,31,5,0.005
6331,64,32,7,0.007
6332,64,33,7,0.007
6333,64,34,12,0.012
6334,64,35,10,0.01
6335,64,36,14,0.014
6336,64,37,6,0.006
6337,64,38,5,0.005
6338,64,39,7,0.007
6339,64,40,13,0.013
6340,64,41,7,0.007
6341,64,42,10,0.01
6342,64,43,10,0.01
6343,64,44,15,0.015
6344,64,45,11,0.011
6345,64,46,14,0.014
6346,64,47,11,0.011
6347,64,48,12,0.012
6348,64,49,16,0.016
6349,64,50,20,0.02
6350,64,51,19,0.019
6351,64,52,13,0.013
6352,64,53,13,0.013
6353,64,54,13,0.013
6354,64,55,11,0.011
6355,64,56,19,0.019
6356,64,57,10,0.01
6357,64,58,20,0.02
6358,64,59,16,0.016
6359,64,60,15,0.015
6360,64,61,9,0.009
6361,64,62,14,0.014
6362,64,63,17,0.017
6363,64,64,10,0.01
6364,64,65,13,0.013
6365,64,66,9,0.009
6366,64,67,20,0.02
6367,64,68,16,0.016
6368,64,69,14,0.014
6369,64,70,14,0.014
6370,64,71,14,0.014
6371,64,72,14,0.014
6372,64,73,13,0.013
6373,64,74,14,0.014
6374,64,75,18,0.018
6375,64,76,13,0.013
6376,64,77,16,0.016
6377,64,78,10,0.01
6378,64,79,14,0.014
6379,64,80,21,0.021
6380,64,81,15,0.015
6381,64,82,7,0.007
6382,64,83,16,0.016
6383,64,84,16,0.016
6384,64,85,12,0.012
6385,64,86,15,0.015
6386,64,87,15,0.015
6387,64,88,5,0.005
6388,64,89,13,0.013
6389,64,90,12,0.012
6390,64,91,14,0.014
6391,64,92,5,0.005
6392,64,93,7,0.007
6393,64,94,13,0.013
6394,64,95,14,0.014
6395,64,96,7,0.007
6396,64,97,7,0.007
6397,64,98,6,0.006
6398,64,99,5,0.005
6399,64,100,2,0.002
6400,65,1,1,0.001
6401,65,2,1,0.001
6402,65,3,0,0.0
6403,65,4,2,0.002
6404,65,5,2,0.002
6405,65,6,2,0.002
6406,65,7,6,0.006
6407,65,8,1,0.001
6408,65,9,2,0.002
6409,65,10,3,0.003
6410,65,11,4,0.004
6411,65,12,3,0.003
6412,65,13,4,0.004
6413,65,14,5,0.005
6414,65,15,3,0.003
6415,65,16,5,0.005
6416,65,17,3,0.003
6417,65,18,6,0.006
6418,65,19,6,0.006
6419,65,20,5,0.005
6420,65,21,6,0.006
6421,65,22,5,0.005
6422,65,23,4,0.004
6423,65,24,7,0.007
6424,65,25,7,0.007
6425,65,26,7,0.007
6426,65,27,6,0.006
6427,65,28,5,0.005
6428,65,29,7,0.007
6429,65,30,11,0.011
6430,65,31,15,0.015
6431,65,32,11,0.011
6432,65,33,11,0.011
6433,65,34,10,0.01
6434,65,35,7,0.007
6435,65,36,12,0.012
6436,65,37,10,0.01
6437,65,38,10,0.01
6438,65,39,12,0.012
6439,65,40,5,0.005
6440,65,41,17,0.017
6441,65,42,16,0.016
6442,65,43,8,0.008
6443,65,44,21,0.021
6444,65,45,16,0.016
6445,65,46,11,0.011
6446,65,47,10,0.01
6447,65,48,11,0.011
6448,65,49,17,0.017
6449,65,50,18,0.018
6450,65,51,14,0.014
6451,65,52,12,0.012
6452,65,53,19,0.019
6453,65,54,11,0.011
6454,65,55,16,0.016
6455,65,56,18,0.018
6456,65,57,14,0.014
6457,65,58,13,0.013
6458,65,59,18,0.018
6459,65,60,13,0.013
6460,65,61,15,0.015
6461,65,62,15,0.015
6462,65,63,15,0.015
6463,65,64,17,0.017
6464,65,65,13,0.013
6465,65,66,14,0.014
6466,65,67,18,0.018
6467,65,68,11,0.011
6468,65,69,13,0.013
6469,65,70,11,0.011
6470,65,71,10,0.01
6471,65,72,10,0.01
6472,65,73,14,0.014
6473,65,74,16,0.016
6474,65,75,15,0.015
6475,65,76,16,0.016
6476,65,77,8,0.008
6477,65,78,18,0.018
6478,65,79,17,0.017
6479,65,80,13,0.013
6480,65,81,13,0.013
6481,65,82,14,0.014
6482,65,83,8,0.008
6483,65,84,11,0.011
6484,65,85,13,0.013
6485,65,86,10,0.01
6486,65,87,10,0.01
6487,65,88,12,0.012
6488,65,89,14,0.014
6489,65,90,11,0.011
6490,65,91,12,0.012
6491,65,92,11,0.011
6492,65,93,12,0.012
6493,65,94,12,0.012
6494,65,95,8,0.008
6495,65,96,9,0.009
6496,65,97,5,0.005
6497,65,98,4,0.004
6498,65,99,3,0.003
6499,65,100,4,0.004
6500,66,1,0,0.0
6501,66,2,3,0.003
6502,66,3,2,0.002
6503,66,4,1,0.001
6504,66,5,1,0.001
6505,66,6,5,0.005
6506,66,7,6,0.006
6507,66,8,2,0.002
6508,66,9,3,0.003
6509,66,10,5,0.005
6510,66,11,3,0.003
6511,66,12,5,0.005
6512,66,13,8,0.008
6513,66,14,4,0.004
6514,66,15,6,0.006
6515,66,16,3,0.003
6516,66,17,7,0.007
6517,66,18,4,0.004
6518,66,19,6,0.006
6519,66,20,6,0.006
6520,66,21,2,0.002
6521,66,22,8,0.008
6522,66,23,11,0.011
6523,66,24,9,0.009
6524,66,25,9,0.009
6525,66,26,8,0.008
6526,66,27,8,0.008
6527,66,28,5,0.005
6528,66,29,5,0.005
6529,66,30,8,0.008
6530,66,31,7,0.007
6531,66,32,10,0.01
6532,66,33,10,0.01
6533,66,34,7,0.007
6534,66,35,10,0.01
6535,66,36,8,0.008
6536,66,37,6,0.006
6537,66,38,9,0.009
6538,66,39,10,0.01
6539,66,40,6,0.006
6540,66,41,7,0.007
6541,66,42,9,0.009
6542,66,43,11,0.011
6543,66,44,11,0.011
6544,66,45,8,0.008
6545,66,46,7,0.007
6546,66,47,4,0.004
6547,66,48,10,0.01
6548,66,49,15,0.015
6549,66,50,8,0.008
6550,66,51,8,0.008
6551,66,52,16,0.016
6552,66,53,13,0.013
6553,66,54,16,0.016
6554,66,55,16,0.016
6555,66,56,14,0.014
6556,66,57,15,0.015
6557,66,58,18,0.018
6558,66,59,7,0.007
6559,66,60,18,0.018
6560,66,61,16,0.016
6561,66,62,17,0.017
6562,66,63,19,0.019
6563,66,64,16,0.016
6564,66,65,10,0.01
6565,66,66,17,0.017
6566,66,67,10,0.01
6567,66,68,12,0.012
6568,66,69,12,0.012
6569,66,70,14,0.014
6570,66,71,13,0.013
6571,66,72,17,0.017
6572,66,73,11,0.011
6573,66,74,17,0.017
6574,66,75,16,0.016
6575,66,76,14,0.014
6576,66,77,23,0.023
6577,66,78,21,0.021
6578,66,79,16,0.016
6579,66,80,14,0.014
6580,66,81,17,0.017
6581,66,82,17,0.017
6582,66,83,16,0.016
6583,66,84,11,0.011
6584,66,85,14,0.014
6585,66,86,8,0.008
6586,66,87,19,0.019
6587,66,88,13,0.013
6588,66,89,14,0.014
6589,66,90,8,0.008
6590,66,91,11,0.011
6591,66,92,11,0.011
6592,66,93,13,0.013
6593,66,94,8,0.008
6594,66,95,9,0.009
6595,66,96,12,0.012
6596,66,97,5,0.005
6597,66,98,11,0.011
6598,66,99,8,0.008
6599,66,100,3,0.003
6600,67,1,1,0.001
6601,67,2,0,0.0
6602,67,3,1,0.001
6603,67,4,4,0.004
6604,67,5,2,0.002
6605,67,6,4,0.004
6606,67,7,3,0.003
6607,67,8,4,0.004
6608,67,9,2,0.002
6609,67,10,4,0.004
6610,67,11,4,0.004
6611,67,12,3,0.003
6612,67,13,1,0.001
6613,67,14,6,0.006
6614,67,15,4,0.004
6615,67,16,4,0.004
6616,67,17,1,0.001
6617,67,18,3,0.003
6618,67,19,3,0.003
6619,67,20,6,0.006
6620,67,21,7,0.007
6621,67,22,5,0.005
6622,67,23,9,0.009
6623,67,24,9,0.009
6624,67,25,5,0.005
6625,67,26,11,0.011
6626,67,27,4,0.004
6627,67,28,8,0.008
6628,67,29,6,0.006
6629,67,30,4,0.004
6630,67,31,10,0.01
6631,67,32,6,0.006
6632,67,33,9,0.009
6633,67,34,11,0.011
6634,67,35,10,0.01
6635,67,36,6,0.006
6636,67,37,8,0.008
6637,67,38,10,0.01
6638,67,39,12,0.012
6639,67,40,6,0.006
6640,67,41,3,0.003
6641,67,42,9,0.009
6642,67,43,15,0.015
6643,67,44,17,0.017
6644,67,45,15,0.015
6645,67,46,5,0.005
6646,67,47,12,0.012
6647,67,48,16,0.016
6648,67,49,6,0.006
6649,67,50,9,0.009
6650,67,51,8,0.008
6651,67,52,14,0.014
6652,67,53,14,0.014
6653,67,54,12,0.012
6654,67,55,12,0.012
6655,67,56,16,0.016
6656,67,57,12,0.012
6657,67,58,12,0.012
6658,67,59,13,0.013
6659,67,60,16,0.016
6660,67,61,10,0.01
6661,67,62,12,0.012
6662,67,63,9,0.009
6663,67,64,15,0.015
6664,67,65,22,0.022
6665,67,66,10,0.01
6666,67,67,13,0.013
6667,67,68,13,0.013
6668,67,69,18,0.018
6669,67,70,20,0.02
6670,67,71,19,0.019
6671,67,72,14,0.014
6672,67,73,25,0.025
6673,67,74,12,0.012
6674,67,75,21,0.021
6675,67,76,16,0.016
6676,67,77,13,0.013
6677,67,78,13,0.013
6678,67,79,12,0.012
6679,67,80,16,0.016
6680,67,81,13,0.013
6681,67,82,10,0.01
6682,67,83,16,0.016
6683,67,84,13,0.013
6684,67,85,19,0.019
6685,67,86,15,0.015
6686,67,87,11,0.011
6687,67,88,10,0.01
6688,67,89,8,0.008
6689,67,90,17,0.017
6690,67,91,17,0.017
6691,67,92,15,0.015
6692,67,93,17,0.017
6693,67,94,9,0.009
6694,67,95,9,0.009
6695,67,96,12,0.012
6696,67,97,18,0.018
6697,67,98,10,0.01
6698,67,99,5,0.005
6699,67,100,1,0.001
6700,68,1,0,0.0
6701,68,2,0,0.0
6702,68,3,1,0.001
6703,68,4,2,0.002
6704,68,5,4,0.004
6705,68,6,1,0.001
6706,68,7,3,0.003
6707,68,8,0,0.0
6708,68,9,3,0.003
6709,68,10,6,0.006
6710,68,11,4,0.004
6711,68,12,6,0.006
6712,68,13,3,0.003
6713,68,14,5,0.005
6714,68,15,3,0.003
6715,68,16,2,0.002
6716,68,17,7,0.007
6717,68,18,7,0.007
6718,68,19,9,0.009
6719,68,20,6,0.006
6720,68,21,3,0.003
6721,68,22,6,0.006
6722,68,23,6,0.006
6723,68,24,6,0.006
6724,68,25,6,0.006
6725,68,26,9,0.009
6726,68,27,4,0.004
6727,68,28,12,0.012
6728,68,29,6,0.006
6729,68,30,5,0.005
6730,68,31,6,0.006
6731,68,32,12,0.012
6732,68,33,10,0.01
6733,68,34,9,0.009
6734,68,35,11,0.011
6735,68,36,11,0.011
6736,68,37,7,0.007
6737,68,38,14,0.014
6738,68,39,10,0.01
6739,68,40,16,0.016
6740,68,41,9,0.009
6741,68,42,15,0.015
6742,68,43,10,0.01
6743,68,44,6,0.006
6744,68,45,11,0.011
6745,68,46,8,0.008
6746,68,47,10,0.01
6747,68,48,8,0.008
6748,68,49,5,0.005
6749,68,50,12,0.012
6750,68,51,16,0.016
6751,68,52,10,0.01
6752,68,53,10,0.01
6753,68,54,18,0.018
6754,68,55,9,0.009
6755,68,56,12,0.012
6756,68,57,7,0.007
6757,68,58,11,0.011
6758,68,59,20,0.02
6759,68,60,18,0.018
6760,68,61,17,0.017
6761,68,62,11,0.011
6762,68,63,16,0.016
6763,68,64,10,0.01
6764,68,65,10,0.01
6765,68,66,14,0.014
6766,68,67,12,0.012
6767,68,68,13,0.013
6768,68,69,16,0.016
6769,68,70,14,0.014
6770,68,71,13,0.013
6771,68,72,21,0.021
6772,68,73,21,0.021
6773,68,74,20,0.02
6774,68,75,16,0.016
6775,68,76,15,0.015
6776,68,77,19,0.019
6777,68,78,14,0.014
6778,68,79,3,0.003
6779,68,80,14,0.014
6780,68,81,14,0.014
6781,68,82,12,0.012
6782,68,83,16,0.016
6783,68,84,10,0.01
6784,68,85,18,0.018
6785,68,86,17,0.017
6786,68,87,15,0.015
6787,68,88,13,0.013
6788,68,89,16,0.016
6789,68,90,13,0.013
6790,68,91,14,0.014
6791,68,92,15,0.015
6792,68,93,12,0.012
6793,68,94,16,0.016
6794,68,95,10,0.01
6795,68,96,11,0.011
6796,68,97,8,0.008
6797,68,98,4,0.004
6798,68,99,9,0.009
6799,68,100,2,0.002
6800,69,1,0,0.0
6801,69,2,0,0.0
6802,69,3,0,0.0
6803,69,4,1,0.001
6804,69,5,0,0.0
6805,69,6,3,0.003
6806,69,7,3,0.003
6807,69,8,1,0.001
6808,69,9,1,0.001
6809,69,10,2,0.002
6810,69,11,3,0.003
6811,69,12,4,0.004
6812,69,13,4,0.004
6813,69,14,4,0.004
6814,69,15,3,0.003
6815,69,16,5,0.005
6816,69,17,5,0.005
6817,69,18,7,0.007
6818,69,19,4,0.004
6819,69,20,5,0.005
6820,69,21,7,0.007
6821,69,22,5,0.005
6822,69,23,8,0.008
6823,69,24,8,0.008
6824,69,25,7,0.007
6825,69,26,10,0.01
6826,69,27,8,0.008
6827,69,28,8,0.008
6828,69,29,11,0.011
6829,69,30,5,0.005
6830,69,31,8,0.008
6831,69,32,13,0.013
6832,69,33,8,0.008
6833,69,34,4,0.004
6834,69,35,10,0.01
6835,69,36,9,0.009
6836,69,37,14,0.014
6837,69,38,6,0.006
6838,69,39,5,0.005
6839,69,40,10,0.01
6840,69,41,6,0.006
6841,69,42,14,0.014
6842,69,43,10,0.01
6843,69,44,12,0.012
6844,69,45,17,0.017
6845,69,46,11,0.011
6846,69,47,7,0.007
6847,69,48,10,0.01
6848,69,49,12,0.012
6849,69,50,15,0.015
6850,69,51,8,0.008
6851,69,52,14,0.014
6852,69,53,13,0.013
6853,69,54,9,0.009
6854,69,55,13,0.013
6855,69,56,16,0.016
6856,69,57,14,0.014
6857,69,58,16,0.016
6858,69,59,13,0.013
6859,69,60,11,0.011
6860,69,61,13,0.013
6861,69,62,9,0.009
6862,69,63,18,0.018
6863,69,64,21,0.021
6864,69,65,22,0.022
6865,69,66,10,0.01
6866,69,67,11,0.011
6867,69,68,19,0.019
6868,69,69,19,0.019
6869,69,70,15,0.015
6870,69,71,20,0.02
6871,69,72,18,0.018
6872,69,73,16,0.016
6873,69,74,13,0.013
6874,69,75,17,0.017
6875,69,76,12,0.012
6876,69,77,18,0.018
6877,69,78,13,0.013
6878,69,79,13,0.013
6879,69,80,18,0.018
6880,69,81,15,0.015
6881,69,82,14,0.014
6882,69,83,18,0.018
6883,69,84,13,0.013
6884,69,85,11,0.011
6885,69,86,15,0.015
6886,69,87,9,0.009
6887,69,88,11,0.011
6888,69,89,15,0.015
6889,69,90,17,0.017
6890,69,91,14,0.014
6891,69,92,17,0.017
6892,69,93,8,0.008
6893,69,94,2,0.002
6894,69,95,13,0.013
6895,69,96,8,0.008
6896,69,97,6,0.006
6897,69,98,12,0.012
6898,69,99,4,0.004
6899,69,100,3,0.003
6900,70,1,0,0.0
6901,70,2,0,0.0
6902,70,3,0,0.0
6903,70,4,1,0.001
6904,70,5,2,0.002
6905,70,6,3,0.003
6906,70,7,1,0.001
6907,70,8,3,0.003
6908,70,9,1,0.001
6909,70,10,3,0.003
6910,70,11,5,0.005
6911,70,12,4,0.004
6912,70,13,5,0.005
6913,70,14,4,0.004
6914,70,15,9,0.009
6915,70,16,5,0.005
6916,70,17,0,0.0
6917,70,18,7,0.007
6918,70,19,3,0.003
6919,70,20,7,0.007
6920,70,21,7,0.007
6921,70,22,7,0.007
6922,70,23,8,0.008
6923,70,24,6,0.006
6924,70,25,4,0.004
6925,70,26,5,0.005
6926,70,27,5,0.005
6927,70,28,7,0.007
6928,70,29,7,0.007
6929,70,30,6,0.006
6930,70,31,7,0.007
6931,70,32,11,0.011
6932,70,33,8,0.008
6933,70,34,8,0.008
6934,70,35,10,0.01
6935,70,36,6,0.006
6936,70,37,9,0.009
6937,70,38,6,0.006
6938,70,39,11,0.011
6939,70,40,14,0.014
6940,70,41,6,0.006
6941,70,42,9,0.009
6942,70,43,13,0.013
6943,70,44,9,0.009
6944,70,45,10,0.01
6945,70,46,19,0.019
6946,70,47,11,0.011
6947,70,48,7,0.007
6948,70,49,14,0.014
6949,70,50,14,0.014
6950,70,51,10,0.01
6951,70,52,4,0.004
6952,70,53,11,0.011
6953,70,54,9,0.009
6954,70,55,10,0.01
6955,70,56,19,0.019
6956,70,57,16,0.016
6957,70,58,10,0.01
6958,70,59,21,0.021
6959,70,60,17,0.017
6960,70,61,20,0.02
6961,70,62,12,0.012
6962,70,63,15,0.015
6963,70,64,18,0.018
6964,70,65,15,0.015
6965,70,66,21,0.021
6966,70,67,21,0.021
6967,70,68,12,0.012
6968,70,69,10,0.01
6969,70,70,16,0.016
6970,70,71,10,0.01
6971,70,72,14,0.014
6972,70,73,18,0.018
6973,70,74,18,0.018
6974,70,75,19,0.019
6975,70,76,5,0.005
6976,70,77,11,0.011
6977,70,78,12,0.012
6978,70,79,18,0.018
6979,70,80,20,0.02
6980,70,81,21,0.021
6981,70,82,19,0.019
6982,70,83,17,0.017
6983,70,84,16,0.016
6984,70,85,15,0.015
6985,70,86,10,0.01
6986,70,87,13,0.013
6987,70,88,21,0.021
6988,70,89,9,0.009
6989,70,90,15,0.015
6990,70,91,4,0.004
6991,70,92,12,0.012
6992,70,93,8,0.008
6993,70,94,6,0.006
6994,70,95,12,0.012
6995,70,96,12,0.012
6996,70,97,13,0.013
6997,70,98,6,0.006
6998,70,99,10,0.01
6999,70,100,2,0.002
7000,71,1,1,0.001
7001,71,2,0,0.0
7002,71,3,2,0.002
7003,71,4,3,0.003
7004,71,5,3,0.003
7005,71,6,3,0.003
7006,71,7,2,0.002
7007,71,8,2,0.002
7008,71,9,2,0.002
7009,71,10,4,0.004
7010,71,11,4,0.004
7011,71,12,1,0.001
7012,71,13,4,0.004
7013,71,14,3,0.003
7014,71,15,1,0.001
7015,71,16,6,0.006
7016,71,17,6,0.006
7017,71,18,4,0.004
7018,71,19,5,0.005
7019,71,20,9,0.009
7020,71,21,7,0.007
7021,71,22,2,0.002
7022,71,23,5,0.005
7023,71,24,10,0.01
7024,71,25,6,0.006
7025,71,26,13,0.013
7026,71,27,11,0.011
7027,71,28,15,0.015
7028,71,29,3,0.003
7029,71,30,9,0.009
7030,71,31,5,0.005
7031,71,32,2,0.002
7032,71,33,13,0.013
7033,71,34,6,0.006
7034,71,35,6,0.006
7035,71,36,7,0.007
7036,71,37,5,0.005
7037,71,38,10,0.01
7038,71,39,2,0.002
7039,71,40,7,0.007
7040,71,41,6,0.006
7041,71,42,7,0.007
7042,71,43,8,0.008
7043,71,44,8,0.008
7044,71,45,11,0.011
7045,71,46,10,0.01
7046,71,47,17,0.017
7047,71,48,8,0.008
7048,71,49,15,0.015
7049,71,50,13,0.013
7050,71,51,15,0.015
7051,71,52,19,0.019
7052,71,53,11,0.011
7053,71,54,13,0.013
7054,71,55,13,0.013
7055,71,56,20,0.02
7056,71,57,12,0.012
7057,71,58,10,0.01
7058,71,59,17,0.017
7059,71,60,19,0.019
7060,71,61,14,0.014
7061,71,62,21,0.021
7062,71,63,16,0.016
7063,71,64,16,0.016
7064,71,65,22,0.022
7065,71,66,13,0.013
7066,71,67,20,0.02
7067,71,68,6,0.006
7068,71,69,14,0.014
7069,71,70,23,0.023
7070,71,71,17,0.017
7071,71,72,15,0.015
7072,71,73,15,0.015
7073,71,74,16,0.016
7074,71,75,7,0.007
7075,71,76,13,0.013
7076,71,77,14,0.014
7077,71,78,14,0.014
7078,71,79,15,0.015
7079,71,80,13,0.013
7080,71,81,12,0.012
7081,71,82,10,0.01
7082,71,83,21,0.021
7083,71,84,11,0.011
7084,71,85,16,0.016
7085,71,86,11,0.011
7086,71,87,12,0.012
7087,71,88,17,0.017
7088,71,89,14,0.014
7089,71,90,11,0.011
7090,71,91,16,0.016
7091,71,92,12,0.012
7092,71,93,18,0.018
7093,71,94,15,0.015
7094,71,95,13,0.013
7095,71,96,8,0.008
7096,71,97,5,0.005
7097,71,98,6,0.006
7098,71,99,5,0.005
7099,71,100,2,0.002
7100,72,1,0,0.0
7101,72,2,0,0.0
7102,72,3,1,0.001
7103,72,4,2,0.002
7104,72,5,0,0.0
7105,72,6,2,0.002
7106,72,7,1,0.001
7107,72,8,0,0.0
7108,72,9,4,0.004
7109,72,10,4,0.004
7110,72,11,1,0.001
7111,72,12,1,0.001
7112,72,13,6,0.006
7113,72,14,2,0.002
7114,72,15,4,0.004
7115,72,16,5,0.005
7116,72,17,1,0.001
7117,72,18,3,0.003
7118,72,19,8,0.008
7119,72,20,5,0.005
7120,72,21,8,0.008
7121,72,22,4,0.004
7122,72,23,5,0.005
7123,72,24,5,0.005
7124,72,25,5,0.005
7125,72,26,13,0.013
7126,72,27,9,0.009
7127,72,28,4,0.004
7128,72,29,8,0.008
7129,72,30,5,0.005
7130,72,31,9,0.009
7131,72,32,6,0.006
7132,72,33,12,0.012
7133,72,34,8,0.008
7134,72,35,9,0.009
7135,72,36,8,0.008
7136,72,37,11,0.011
7137,72,38,8,0.008
7138,72,39,14,0.014
7139,72,40,14,0.014
7140,72,41,7,0.007
7141,72,42,8,0.008
7142,72,43,9,0.009
7143,72,44,15,0.015
7144,72,45,7,0.007
7145,72,46,10,0.01
7146,72,47,11,0.011
7147,72,48,6,0.006
7148,72,49,12,0.012
7149,72,50,13,0.013
7150,72,51,12,0.012
7151,72,52,11,0.011
7152,72,53,12,0.012
7153,72,54,17,0.017
7154,72,55,7,0.007
7155,72,56,11,0.011
7156,72,57,7,0.007
7157,72,58,10,0.01
7158,72,59,23,0.023
7159,72,60,13,0.013
7160,72,61,10,0.01
7161,72,62,16,0.016
7162,72,63,14,0.014
7163,72,64,15,0.015
7164,72,65,14,0.014
7165,72,66,7,0.007
7166,72,67,20,0.02
7167,72,68,12,0.012
7168,72,69,15,0.015
7169,72,70,19,0.019
7170,72,71,11,0.011
7171,72,72,15,0.015
7172,72,73,19,0.019
7173,72,74,12,0.012
7174,72,75,13,0.013
7175,72,76,20,0.02
7176,72,77,19,0.019
7177,72,78,11,0.011
7178,72,79,20,0.02
7179,72,80,19,0.019
7180,72,81,8,0.008
7181,72,82,21,0.021
7182,72,83,16,0.016
7183,72,84,24,0.024
7184,72,85,12,0.012
7185,72,86,12,0.012
7186,72,87,13,0.013
7187,72,88,21,0.021
7188,72,89,13,0.013
7189,72,90,17,0.017
7190,72,91,17,0.017
7191,72,92,17,0.017
7192,72,93,14,0.014
7193,72,94,5,0.005
7194,72,95,3,0.003
7195,72,96,15,0.015
7196,72,97,13,0.013
7197,72,98,11,0.011
7198,72,99,7,0.007
7199,72,100,4,0.004
7200,73,1,0,0.0
7201,73,2,2,0.002
7202,73,3,1,0.001
7203,73,4,2,0.002
7204,73,5,0,0.0
7205,73,6,0,0.0
7206,73,7,2,0.002
7207,73,8,3,0.003
7208,73,9,0,0.0
7209,73,10,2,0.002
7210,73,11,3,0.003
7211,73,12,1,0.001
7212,73,13,6,0.006
7213,73,14,4,0.004
7214,73,15,2,0.002
7215,73,16,2,0.002
7216,73,17,3,0.003
7217,73,18,2,0.002
7218,73,19,4,0.004
7219,73,20,6,0.006
7220,73,21,5,0.005
7221,73,22,8,0.008
7222,73,23,5,0.005
7223,73,24,10,0.01
7224,73,25,7,0.007
7225,73,26,3,0.003
7226,73,27,6,0.006
7227,73,28,5,0.005
7228,73,29,7,0.007
7229,73,30,6,0.006
7230,73,31,5,0.005
7231,73,32,9,0.009
7232,73,33,7,0.007
7233,73,34,7,0.007
7234,73,35,12,0.012
7235,73,36,8,0.008
7236,73,37,14,0.014
7237,73,38,6,0.006
7238,73,39,10,0.01
7239,73,40,5,0.005
7240,73,41,8,0.008
7241,73,42,15,0.015
7242,73,43,8,0.008
7243,73,44,10,0.01
7244,73,45,11,0.011
7245,73,46,12,0.012
7246,73,47,16,0.016
7247,73,48,12,0.012
7248,73,49,16,0.016
7249,73,50,8,0.008
7250,73,51,8,0.008
7251,73,52,11,0.011
7252,73,53,11,0.011
7253,73,54,15,0.015
7254,73,55,15,0.015
7255,73,56,12,0.012
7256,73,57,12,0.012
7257,73,58,19,0.019
7258,73,59,10,0.01
7259,73,60,9,0.009
7260,73,61,13,0.013
7261,73,62,11,0.011
7262,73,63,13,0.013
7263,73,64,14,0.014
7264,73,65,15,0.015
7265,73,66,14,0.014
7266,73,67,11,0.011
7267,73,68,9,0.009
7268,73,69,14,0.014
7269,73,70,15,0.015
7270,73,71,15,0.015
7271,73,72,14,0.014
7272,73,73,16,0.016
7273,73,74,13,0.013
