,c_i_child,c_i_parent,counts,p
5124,52,25,10,0.01
5125,52,26,15,0.015
5126,52,27,14,0.014
5127,52,28,14,0.014
5128,52,29,15,0.015
5129,52,30,10,0.01
5130,52,31,15,0.015
5131,52,32,17,0.017
5132,52,33,10,0.01
5133,52,34,17,0.017
5134,52,35,9,0.009
5135,52,36,13,0.013
5136,52,37,19,0.019
5137,52,38,12,0.012
5138,52,39,13,0.013
5139,52,40,14,0.014
5140,52,41,18,0.018
5141,52,42,18,0.018
5142,52,43,14,0.014
5143,52,44,9,0.009
5144,52,45,12,0.012
5145,52,46,18,0.018
5146,52,47,17,0.017
5147,52,48,12,0.012
5148,52,49,14,0.014
5149,52,50,11,0.011
5150,52,51,13,0.013
5151,52,52,10,0.01
5152,52,53,11,0.011
5153,52,54,14,0.014
5154,52,55,18,0.018
5155,52,56,7,0.007
5156,52,57,16,0.016
5157,52,58,12,0.012
5158,52,59,12,0.012
5159,52,60,18,0.018
5160,52,61,16,0.016
5161,52,62,9,0.009
5162,52,63,11,0.011
5163,52,64,6,0.006
5164,52,65,11,0.011
5165,52,66,10,0.01
5166,52,67,11,0.011
5167,52,68,7,0.007
5168,52,69,15,0.015
5169,52,70,12,0.012
5170,52,71,6,0.006
5171,52,72,7,0.007
5172,52,73,7,0.007
5173,52,74,16,0.016
5174,52,75,11,0.011
5175,52,76,8,0.008
5176,52,77,15,0.015
5177,52,78,13,0.013
5178,52,79,13,0.013
5179,52,80,8,0.008
5180,52,81,10,0.01
5181,52,82,15,0.015
5182,52,83,6,0.006
5183,52,84,14,0.014
5184,52,85,6,0.006
5185,52,86,8,0.008
5186,52,87,5,0.005
5187,52,88,11,0.011
5188,52,89,5,0.005
5189,52,90,5,0.005
5190,52,91,4,0.004
5191,52,92,4,0.004
5192,52,93,6,0.006
5193,52,94,8,0.008
5194,52,95,5,0.005
5195,52,96,7,0.007
5196,52,97,4,0.004
5197,52,98,5,0.005
5198,52,99,3,0.003
5199,52,100,1,0.001
5200,53,1,2,0.002
5201,53,2,0,0.0
5202,53,3,2,0.002
5203,53,4,2,0.002
5204,53,5,0,0.0
5205,53,6,7,0.007
5206,53,7,4,0.004
5207,53,8,6,0.006
5208,53,9,2,0.002
5209,53,10,3,0.003
5210,53,11,6,0.006
5211,53,12,6,0.006
5212,53,13,9,0.009
5213,53,14,8,0.008
5214,53,15,7,0.007
5215,53,16,10,0.01
5216,53,17,13,0.013
5217,53,18,12,0.012
5218,53,19,14,0.014
5219,53,20,7,0.007
5220,53,21,10,0.01
5221,53,22,10,0.01
5222,53,23,6,0.006
5223,53,24,17,0.017
5224,53,25,8,0.008
5225,53,26,10,0.01
5226,53,27,14,0.014
5227,53,28,6,0.006
5228,53,29,9,0.009
5229,53,30,17,0.017
5230,53,31,15,0.015
5231,53,32,12,0.012
5232,53,33,13,0.013
5233,53,34,7,0.007
5234,53,35,16,0.016
5235,53,36,11,0.011
5236,53,37,23,0.023
5237,53,38,15,0.015
5238,53,39,12,0.012
5239,53,40,17,0.017
5240,53,41,10,0.01
5241,53,42,13,0.013
5242,53,43,16,0.016
5243,53,44,6,0.006
5244,53,45,13,0.013
5245,53,46,17,0.017
5246,53,47,11,0.011
5247,53,48,18,0.018
5248,53,49,14,0.014
5249,53,50,10,0.01
5250,53,51,17,0.017
5251,53,52,18,0.018
5252,53,53,9,0.009
5253,53,54,11,0.011
5254,53,55,13,0.013
5255,53,56,14,0.014
5256,53,57,12,0.012
5257,53,58,12,0.012
5258,53,59,14,0.014
5259,53,60,10,0.01
5260,53,61,10,0.01
5261,53,62,13,0.013
5262,53,63,9,0.009
5263,53,64,11,0.011
5264,53,65,9,0.009
5265,53,66,13,0.013
5266,53,67,13,0.013
5267,53,68,16,0.016
5268,53,69,16,0.016
5269,53,70,15,0.015
5270,53,71,9,0.009
5271,53,72,10,0.01
5272,53,73,11,0.011
5273,53,74,14,0.014
5274,53,75,11,0.011
5275,53,76,10,0.01
5276,53,77,15,0.015
5277,53,78,13,0.013
5278,53,79,5,0.005
5279,53,80,10,0.01
5280,53,81,9,0.009
5281,53,82,12,0.012
5282,53,83,13,0.013
5283,53,84,9,0.009
5284,53,85,9,0.009
5285,53,86,11,0.011
5286,53,87,11,0.011
5287,53,88,6,0.006
5288,53,89,12,0.012
5289,53,90,6,0.006
5290,53,91,4,0.004
5291,53,92,8,0.008
5292,53,93,8,0.008
5293,53,94,3,0.003
5294,53,95,8,0.008
5295,53,96,3,0.003
5296,53,97,2,0.002
5297,53,98,1,0.001
5298,53,99,2,0.002
5299,53,100,4,0.004
5300,54,1,0,0.0
5301,54,2,3,0.003
5302,54,3,1,0.001
5303,54,4,3,0.003
5304,54,5,6,0.006
5305,54,6,6,0.006
5306,54,7,8,0.008
5307,54,8,6,0.006
5308,54,9,6,0.006
5309,54,10,5,0.005
5310,54,11,4,0.004
5311,54,12,12,0.012
5312,54,13,4,0.004
5313,54,14,7,0.007
5314,54,15,10,0.01
5315,54,16,5,0.005
5316,54,17,10,0.01
5317,54,18,7,0.007
5318,54,19,11,0.011
5319,54,20,6,0.006
5320,54,21,13,0.013
5321,54,22,11,0.011
5322,54,23,9,0.009
5323,54,24,9,0.009
5324,54,25,9,0.009
5325,54,26,8,0.008
5326,54,27,10,0.01
5327,54,28,18,0.018
5328,54,29,14,0.014
5329,54,30,9,0.009
5330,54,31,5,0.005
5331,54,32,12,0.012
5332,54,33,8,0.008
5333,54,34,6,0.006
5334,54,35,17,0.017
5335,54,36,13,0.013
5336,54,37,7,0.007
5337,54,38,18,0.018
5338,54,39,12,0.012
5339,54,40,12,0.012
5340,54,41,9,0.009
5341,54,42,10,0.01
5342,54,43,18,0.018
5343,54,44,13,0.013
5344,54,45,14,0.014
5345,54,46,13,0.013
5346,54,47,11,0.011
5347,54,48,12,0.012
5348,54,49,15,0.015
5349,54,50,14,0.014
5350,54,51,14,0.014
5351,54,52,14,0.014
5352,54,53,9,0.009
5353,54,54,16,0.016
5354,54,55,13,0.013
5355,54,56,12,0.012
5356,54,57,15,0.015
5357,54,58,12,0.012
5358,54,59,7,0.007
5359,54,60,18,0.018
5360,54,61,11,0.011
5361,54,62,14,0.014
5362,54,63,8,0.008
5363,54,64,12,0.012
5364,54,65,13,0.013
5365,54,66,14,0.014
5366,54,67,20,0.02
5367,54,68,12,0.012
5368,54,69,20,0.02
5369,54,70,12,0.012
5370,54,71,11,0.011
5371,54,72,17,0.017
5372,54,73,8,0.008
5373,54,74,13,0.013
5374,54,75,13,0.013
5375,54,76,11,0.011
5376,54,77,12,0.012
5377,54,78,11,0.011
5378,54,79,14,0.014
5379,54,80,10,0.01
5380,54,81,10,0.01
5381,54,82,10,0.01
5382,54,83,11,0.011
5383,54,84,15,0.015
5384,54,85,9,0.009
5385,54,86,7,0.007
5386,54,87,9,0.009
5387,54,88,9,0.009
5388,54,89,11,0.011
5389,54,90,12,0.012
5390,54,91,11,0.011
5391,54,92,1,0.001
5392,54,93,10,0.01
5393,54,94,4,0.004
5394,54,95,7,0.007
5395,54,96,0,0.0
5396,54,97,6,0.006
5397,54,98,1,0.001
5398,54,99,2,0.002
5399,54,100,0,0.0
5400,55,1,0,0.0
5401,55,2,3,0.003
5402,55,3,5,0.005
5403,55,4,1,0.001
5404,55,5,3,0.003
5405,55,6,6,0.006
5406,55,7,9,0.009
5407,55,8,5,0.005
5408,55,9,5,0.005
5409,55,10,7,0.007
5410,55,11,3,0.003
5411,55,12,6,0.006
5412,55,13,2,0.002
5413,55,14,3,0.003
5414,55,15,7,0.007
5415,55,16,7,0.007
5416,55,17,9,0.009
5417,55,18,7,0.007
5418,55,19,4,0.004
5419,55,20,13,0.013
5420,55,21,12,0.012
5421,55,22,9,0.009
5422,55,23,14,0.014
5423,55,24,13,0.013
5424,55,25,10,0.01
5425,55,26,10,0.01
5426,55,27,14,0.014
5427,55,28,11,0.011
5428,55,29,9,0.009
5429,55,30,9,0.009
5430,55,31,8,0.008
5431,55,32,10,0.01
5432,55,33,13,0.013
5433,55,34,8,0.008
5434,55,35,7,0.007
5435,55,36,12,0.012
5436,55,37,13,0.013
5437,55,38,16,0.016
5438,55,39,14,0.014
5439,55,40,16,0.016
5440,55,41,11,0.011
5441,55,42,14,0.014
5442,55,43,15,0.015
5443,55,44,16,0.016
5444,55,45,11,0.011
5445,55,46,9,0.009
5446,55,47,8,0.008
5447,55,48,12,0.012
5448,55,49,10,0.01
5449,55,50,27,0.027
5450,55,51,12,0.012
5451,55,52,13,0.013
5452,55,53,17,0.017
5453,55,54,11,0.011
5454,55,55,25,0.025
5455,55,56,20,0.02
5456,55,57,20,0.02
5457,55,58,6,0.006
5458,55,59,13,0.013
5459,55,60,9,0.009
5460,55,61,15,0.015
5461,55,62,8,0.008
5462,55,63,12,0.012
5463,55,64,19,0.019
5464,55,65,6,0.006
5465,55,66,13,0.013
5466,55,67,12,0.012
5467,55,68,13,0.013
5468,55,69,17,0.017
5469,55,70,10,0.01
5470,55,71,11,0.011
5471,55,72,14,0.014
5472,55,73,8,0.008
5473,55,74,15,0.015
5474,55,75,14,0.014
5475,55,76,11,0.011
5476,55,77,13,0.013
5477,55,78,6,0.006
5478,55,79,16,0.016
5479,55,80,9,0.009
5480,55,81,10,0.01
5481,55,82,13,0.013
5482,55,83,10,0.01
5483,55,84,13,0.013
5484,55,85,3,0.003
5485,55,86,17,0.017
5486,55,87,11,0.011
5487,55,88,6,0.006
5488,55,89,8,0.008
5489,55,90,4,0.004
5490,55,91,11,0.011
5491,55,92,5,0.005
5492,55,93,6,0.006
5493,55,94,10,0.01
5494,55,95,5,0.005
5495,55,96,1,0.001
5496,55,97,6,0.006
5497,55,98,3,0.003
5498,55,99,2,0.002
5499,55,100,2,0.002
5500,56,1,0,0.0
5501,56,2,3,0.003
5502,56,3,0,0.0
5503,56,4,1,0.001
5504,56,5,2,0.002
5505,56,6,4,0.004
5506,56,7,6,0.006
5507,56,8,8,0.008
5508,56,9,5,0.005
5509,56,10,7,0.007
5510,56,11,8,0.008
5511,56,12,4,0.004
5512,56,13,7,0.007
5513,56,14,6,0.006
5514,56,15,7,0.007
5515,56,16,9,0.009
5516,56,17,7,0.007
5517,56,18,13,0.013
5518,56,19,6,0.006
5519,56,20,10,0.01
5520,56,21,12,0.012
5521,56,22,10,0.01
5522,56,23,9,0.009
5523,56,24,10,0.01
5524,56,25,10,0.01
5525,56,26,7,0.007
5526,56,27,13,0.013
5527,56,28,5,0.005
5528,56,29,13,0.013
5529,56,30,13,0.013
5530,56,31,16,0.016
5531,56,32,8,0.008
5532,56,33,8,0.008
5533,56,34,14,0.014
5534,56,35,17,0.017
5535,56,36,14,0.014
5536,56,37,7,0.007
5537,56,38,22,0.022
5538,56,39,8,0.008
5539,56,40,9,0.009
5540,56,41,12,0.012
5541,56,42,9,0.009
5542,56,43,16,0.016
5543,56,44,11,0.011
5544,56,45,14,0.014
5545,56,46,12,0.012
5546,56,47,13,0.013
5547,56,48,12,0.012
5548,56,49,9,0.009
5549,56,50,13,0.013
5550,56,51,11,0.011
5551,56,52,16,0.016
5552,56,53,16,0.016
5553,56,54,11,0.011
5554,56,55,13,0.013
5555,56,56,16,0.016
5556,56,57,14,0.014
5557,56,58,16,0.016
5558,56,59,10,0.01
5559,56,60,10,0.01
5560,56,61,16,0.016
5561,56,62,20,0.02
5562,56,63,13,0.013
5563,56,64,13,0.013
5564,56,65,11,0.011
5565,56,66,14,0.014
5566,56,67,21,0.021
5567,56,68,12,0.012
5568,56,69,14,0.014
5569,56,70,9,0.009
5570,56,71,15,0.015
5571,56,72,12,0.012
5572,56,73,12,0.012
5573,56,74,15,0.015
5574,56,75,10,0.01
5575,56,76,14,0.014
5576,56,77,9,0.009
5577,56,78,14,0.014
5578,56,79,15,0.015
5579,56,80,6,0.006
5580,56,81,7,0.007
5581,56,82,7,0.007
5582,56,83,10,0.01
5583,56,84,12,0.012
5584,56,85,7,0.007
5585,56,86,12,0.012
5586,56,87,8,0.008
5587,56,88,8,0.008
5588,56,89,8,0.008
5589,56,90,13,0.013
5590,56,91,2,0.002
5591,56,92,11,0.011
5592,56,93,8,0.008
5593,56,94,9,0.009
5594,56,95,3,0.003
5595,56,96,8,0.008
5596,56,97,3,0.003
5597,56,98,2,0.002
5598,56,99,3,0.003
5599,56,100,2,0.002
5600,57,1,0,0.0
5601,57,2,3,0.003
5602,57,3,1,0.001
5603,57,4,2,0.002
5604,57,5,1,0.001
5605,57,6,3,0.003
5606,57,7,3,0.003
5607,57,8,5,0.005
5608,57,9,5,0.005
5609,57,10,7,0.007
5610,57,11,6,0.006
5611,57,12,2,0.002
5612,57,13,6,0.006
5613,57,14,7,0.007
5614,57,15,6,0.006
5615,57,16,7,0.007
5616,57,17,8,0.008
5617,57,18,6,0.006
5618,57,19,8,0.008
5619,57,20,13,0.013
5620,57,21,13,0.013
5621,57,22,9,0.009
5622,57,23,7,0.007
5623,57,24,8,0.008
5624,57,25,11,0.011
5625,57,26,12,0.012
5626,57,27,8,0.008
5627,57,28,6,0.006
5628,57,29,12,0.012
5629,57,30,10,0.01
5630,57,31,9,0.009
5631,57,32,13,0.013
5632,57,33,17,0.017
5633,57,34,10,0.01
5634,57,35,10,0.01
5635,57,36,7,0.007
5636,57,37,9,0.009
5637,57,38,3,0.003
5638,57,39,13,0.013
5639,57,40,18,0.018
5640,57,41,14,0.014
5641,57,42,9,0.009
5642,57,43,14,0.014
5643,57,44,18,0.018
5644,57,45,9,0.009
5645,57,46,11,0.011
5646,57,47,11,0.011
5647,57,48,11,0.011
5648,57,49,10,0.01
5649,57,50,13,0.013
5650,57,51,15,0.015
5651,57,52,14,0.014
5652,57,53,8,0.008
5653,57,54,15,0.015
5654,57,55,18,0.018
5655,57,56,20,0.02
5656,57,57,15,0.015
5657,57,58,10,0.01
5658,57,59,15,0.015
5659,57,60,15,0.015
5660,57,61,14,0.014
5661,57,62,12,0.012
5662,57,63,16,0.016
5663,57,64,17,0.017
5664,57,65,16,0.016
5665,57,66,12,0.012
5666,57,67,19,0.019
5667,57,68,12,0.012
5668,57,69,11,0.011
5669,57,70,12,0.012
5670,57,71,18,0.018
5671,57,72,13,0.013
5672,57,73,15,0.015
5673,57,74,12,0.012
5674,57,75,17,0.017
5675,57,76,5,0.005
5676,57,77,14,0.014
5677,57,78,12,0.012
5678,57,79,12,0.012
5679,57,80,15,0.015
5680,57,81,15,0.015
5681,57,82,8,0.008
5682,57,83,10,0.01
5683,57,84,9,0.009
5684,57,85,7,0.007
5685,57,86,6,0.006
5686,57,87,10,0.01
5687,57,88,11,0.011
5688,57,89,11,0.011
5689,57,90,9,0.009
5690,57,91,6,0.006
5691,57,92,11,0.011
5692,57,93,9,0.009
5693,57,94,7,0.007
5694,57,95,5,0.005
5695,57,96,8,0.008
5696,57,97,4,0.004
5697,57,98,7,0.007
5698,57,99,3,0.003
5699,57,100,1,0.001
5700,58,1,0,0.0
5701,58,2,5,0.005
5702,58,3,1,0.001
5703,58,4,5,0.005
5704,58,5,5,0.005
5705,58,6,1,0.001
5706,58,7,2,0.002
5707,58,8,3,0.003
5708,58,9,2,0.002
5709,58,10,6,0.006
5710,58,11,5,0.005
5711,58,12,3,0.003
5712,58,13,3,0.003
5713,58,14,6,0.006
5714,58,15,5,0.005
5715,58,16,4,0.004
5716,58,17,6,0.006
5717,58,18,7,0.007
5718,58,19,10,0.01
5719,58,20,3,0.003
5720,58,21,17,0.017
5721,58,22,11,0.011
5722,58,23,12,0.012
5723,58,24,9,0.009
5724,58,25,7,0.007
5725,58,26,10,0.01
5726,58,27,9,0.009
5727,58,28,10,0.01
5728,58,29,9,0.009
5729,58,30,9,0.009
5730,58,31,6,0.006
5731,58,32,20,0.02
5732,58,33,16,0.016
5733,58,34,9,0.009
5734,58,35,7,0.007
5735,58,36,8,0.008
5736,58,37,11,0.011
5737,58,38,14,0.014
5738,58,39,10,0.01
5739,58,40,15,0.015
5740,58,41,14,0.014
5741,58,42,7,0.007
5742,58,43,7,0.007
5743,58,44,10,0.01
5744,58,45,10,0.01
5745,58,46,12,0.012
5746,58,47,11,0.011
5747,58,48,15,0.015
5748,58,49,10,0.01
5749,58,50,15,0.015
5750,58,51,13,0.013
5751,58,52,11,0.011
5752,58,53,19,0.019
5753,58,54,15,0.015
5754,58,55,10,0.01
5755,58,56,18,0.018
5756,58,57,16,0.016
5757,58,58,20,0.02
5758,58,59,10,0.01
5759,58,60,10,0.01
5760,58,61,19,0.019
5761,58,62,9,0.009
5762,58,63,17,0.017
5763,58,64,17,0.017
5764,58,65,11,0.011
5765,58,66,13,0.013
5766,58,67,12,0.012
5767,58,68,15,0.015
5768,58,69,18,0.018
5769,58,70,10,0.01
5770,58,71,13,0.013
5771,58,72,12,0.012
5772,58,73,16,0.016
5773,58,74,12,0.012
5774,58,75,16,0.016
5775,58,76,18,0.018
5776,58,77,12,0.012
5777,58,78,25,0.025
5778,58,79,12,0.012
5779,58,80,13,0.013
5780,58,81,12,0.012
5781,58,82,15,0.015
5782,58,83,7,0.007
5783,58,84,10,0.01
5784,58,85,9,0.009
5785,58,86,9,0.009
5786,58,87,8,0.008
5787,58,88,8,0.008
5788,58,89,9,0.009
5789,58,90,11,0.011
5790,58,91,4,0.004
5791,58,92,7,0.007
5792,58,93,9,0.009
5793,58,94,6,0.006
5794,58,95,6,0.006
5795,58,96,10,0.01
5796,58,97,7,0.007
5797,58,98,7,0.007
5798,58,99,1,0.001
5799,58,100,1,0.001
5800,59,1,1,0.001
5801,59,2,2,0.002
5802,59,3,5,0.005
5803,59,4,5,0.005
5804,59,5,3,0.003
5805,59,6,2,0.002
5806,59,7,2,0.002
5807,59,8,5,0.005
5808,59,9,5,0.005
5809,59,10,0,0.0
5810,59,11,4,0.004
5811,59,12,13,0.013
5812,59,13,2,0.002
5813,59,14,10,0.01
5814,59,15,11,0.011
5815,59,16,8,0.008
5816,59,17,5,0.005
5817,59,18,11,0.011
5818,59,19,13,0.013
5819,59,20,10,0.01
5820,59,21,2,0.002
5821,59,22,9,0.009
5822,59,23,5,0.005
5823,59,24,9,0.009
5824,59,25,8,0.008
5825,59,26,6,0.006
5826,59,27,15,0.015
5827,59,28,14,0.014
5828,59,29,10,0.01
5829,59,30,12,0.012
5830,59,31,11,0.011
5831,59,32,5,0.005
5832,59,33,2,0.002
5833,59,34,15,0.015
5834,59,35,14,0.014
5835,59,36,8,0.008
5836,59,37,11,0.011
5837,59,38,11,0.011
5838,59,39,8,0.008
5839,59,40,14,0.014
5840,59,41,10,0.01
5841,59,42,12,0.012
5842,59,43,15,0.015
5843,59,44,14,0.014
5844,59,45,15,0.015
5845,59,46,12,0.012
5846,59,47,14,0.014
5847,59,48,11,0.011
5848,59,49,12,0.012
5849,59,50,16,0.016
5850,59,51,15,0.015
5851,59,52,17,0.017
5852,59,53,23,0.023
5853,59,54,19,0.019
5854,59,55,16,0.016
5855,59,56,18,0.018
5856,59,57,11,0.011
5857,59,58,14,0.014
5858,59,59,19,0.019
5859,59,60,10,0.01
5860,59,61,8,0.008
5861,59,62,17,0.017
5862,59,63,16,0.016
5863,59,64,11,0.011
5864,59,65,8,0.008
5865,59,66,19,0.019
5866,59,67,20,0.02
5867,59,68,20,0.02
5868,59,69,11,0.011
5869,59,70,7,0.007
5870,59,71,8,0.008
5871,59,72,10,0.01
5872,59,73,7,0.007
5873,59,74,7,0.007
5874,59,75,11,0.011
5875,59,76,20,0.02
5876,59,77,12,0.012
5877,59,78,8,0.008
5878,59,79,12,0.012
5879,59,80,8,0.008
5880,59,81,13,0.013
5881,59,82,12,0.012
5882,59,83,9,0.009
5883,59,84,15,0.015
5884,59,85,13,0.013
5885,59,86,11,0.011
5886,59,87,9,0.009
5887,59,88,10,0.01
5888,59,89,12,0.012
5889,59,90,10,0.01
5890,59,91,8,0.008
5891,59,92,2,0.002
5892,59,93,9,0.009
5893,59,94,7,0.007
5894,59,95,4,0.004
5895,59,96,4,0.004
5896,59,97,4,0.004
5897,59,98,4,0.004
5898,59,99,4,0.004
5899,59,100,1,0.001
5900,60,1,0,0.0
5901,60,2,0,0.0
5902,60,3,4,0.004
5903,60,4,2,0.002
5904,60,5,2,0.002
5905,60,6,2,0.002
5906,60,7,2,0.002
5907,60,8,8,0.008
5908,60,9,3,0.003
5909,60,10,3,0.003
5910,60,11,6,0.006
5911,60,12,3,0.003
5912,60,13,9,0.009
5913,60,14,8,0.008
5914,60,15,8,0.008
5915,60,16,3,0.003
5916,60,17,7,0.007
5917,60,18,7,0.007
5918,60,19,8,0.008
5919,60,20,10,0.01
5920,60,21,9,0.009
5921,60,22,3,0.003
5922,60,23,9,0.009
5923,60,24,7,0.007
5924,60,25,9,0.009
5925,60,26,7,0.007
5926,60,27,7,0.007
5927,60,28,3,0.003
5928,60,29,12,0.012
5929,60,30,10,0.01
5930,60,31,12,0.012
5931,60,32,21,0.021
5932,60,33,12,0.012
5933,60,34,11,0.011
5934,60,35,8,0.008
5935,60,36,8,0.008
5936,60,37,17,0.017
5937,60,38,13,0.013
5938,60,39,13,0.013
5939,60,40,13,0.013
5940,60,41,8,0.008
5941,60,42,5,0.005
5942,60,43,9,0.009
5943,60,44,9,0.009
5944,60,45,15,0.015
5945,60,46,10,0.01
5946,60,47,14,0.014
5947,60,48,16,0.016
5948,60,49,6,0.006
5949,60,50,7,0.007
5950,60,51,14,0.014
5951,60,52,17,0.017
5952,60,53,14,0.014
5953,60,54,11,0.011
5954,60,55,11,0.011
5955,60,56,16,0.016
5956,60,57,12,0.012
5957,60,58,10,0.01
5958,60,59,11,0.011
5959,60,60,16,0.016
5960,60,61,17,0.017
5961,60,62,14,0.014
5962,60,63,17,0.017
5963,60,64,11,0.011
5964,60,65,18,0.018
5965,60,66,14,0.014
5966,60,67,11,0.011
5967,60,68,10,0.01
5968,60,69,19,0.019
5969,60,70,22,0.022
5970,60,71,15,0.015
5971,60,72,12,0.012
5972,60,73,15,0.015
5973,60,74,11,0.011
5974,60,75,15,0.015
5975,60,76,11,0.011
5976,60,77,14,0.014
5977,60,78,15,0.015
5978,60,79,11,0.011
5979,60,80,8,0.008
5980,60,81,15,0.015
5981,60,82,12,0.012
5982,60,83,12,0.012
5983,60,84,10,0.01
5984,60,85,11,0.011
5985,60,86,11,0.011
5986,60,87,11,0.011
5987,60,88,11,0.011
5988,60,89,7,0.007
5989,60,90,13,0.013
5990,60,91,10,0.01
5991,60,92,11,0.011
5992,60,93,9,0.009
5993,60,94,11,0.011
5994,60,95,8,0.008
5995,60,96,10,0.01
5996,60,97,7,0.007
5997,60,98,7,0.007
5998,60,99,1,0.001
5999,60,100,3,0.003
6000,61,1,0,0.0
6001,61,2,0,0.0
6002,61,3,1,0.001
6003,61,4,0,0.0
6004,61,5,3,0.003
6005,61,6,3,0.003
6006,61,7,0,0.0
6007,61,8,3,0.003
6008,61,9,4,0.004
6009,61,10,3,0.003
6010,61,11,4,0.004
6011,61,12,6,0.006
6012,61,13,7,0.007
6013,61,14,8,0.008
6014,61,15,6,0.006
6015,61,16,7,0.007
6016,61,17,4,0.004
6017,61,18,7,0.007
6018,61,19,7,0.007
6019,61,20,7,0.007
6020,61,21,6,0.006
6021,61,22,6,0.006
6022,61,23,6,0.006
6023,61,24,13,0.013
6024,61,25,5,0.005
6025,61,26,10,0.01
6026,61,27,6,0.006
6027,61,28,5,0.005
6028,61,29,6,0.006
6029,61,30,6,0.006
6030,61,31,13,0.013
6031,61,32,10,0.01
6032,61,33,14,0.014
6033,61,34,12,0.012
6034,61,35,11,0.011
6035,61,36,10,0.01
6036,61,37,11,0.011
6037,61,38,10,0.01
6038,61,39,12,0.012
6039,61,40,15,0.015
6040,61,41,13,0.013
6041,61,42,6,0.006
6042,61,43,10,0.01
6043,61,44,11,0.011
6044,61,45,17,0.017
6045,61,46,15,0.015
6046,61,47,15,0.015
6047,61,48,11,0.011
6048,61,49,15,0.015
6049,61,50,17,0.017
6050,61,51,9,0.009
6051,61,52,15,0.015
6052,61,53,9,0.009
6053,61,54,19,0.019
6054,61,55,9,0.009
6055,61,56,4,0.004
6056,61,57,20,0.02
6057,61,58,13,0.013
6058,61,59,17,0.017
6059,61,60,12,0.012
6060,61,61,12,0.012
6061,61,62,12,0.012
6062,61,63,18,0.018
6063,61,64,19,0.019
6064,61,65,17,0.017
6065,61,66,21,0.021
6066,61,67,18,0.018
6067,61,68,11,0.011
6068,61,69,16,0.016
6069,61,70,16,0.016
6070,61,71,11,0.011
6071,61,72,10,0.01
6072,61,73,15,0.015
6073,61,74,20,0.02
6074,61,75,14,0.014
6075,61,76,9,0.009
6076,61,77,14,0.014
6077,61,78,14,0.014
6078,61,79,12,0.012
6079,61,80,11,0.011
6080,61,81,11,0.011
6081,61,82,10,0.01
6082,61,83,14,0.014
6083,61,84,10,0.01
6084,61,85,15,0.015
6085,61,86,5,0.005
6086,61,87,11,0.011
6087,61,88,7,0.007
6088,61,89,14,0.014
6089,61,90,12,0.012
6090,61,91,13,0.013
6091,61,92,12,0.012
6092,61,93,7,0.007
6093,61,94,11,0.011
6094,61,95,9,0.009
6095,61,96,6,0.006
6096,61,97,7,0.007
6097,61,98,6,0.006
6098,61,99,5,0.005
6099,61,100,1,0.001
6100,62,1,0,0.0
6101,62,2,1,0.001
6102,62,3,0,0.0
6103,62,4,0,0.0
6104,62,5,1,0.001
6105,62,6,1,0.001
6106,62,7,2,0.002
6107,62,8,5,0.005
6108,62,9,7,0.007
6109,62,10,5,0.005
6110,62,11,3,0.003
6111,62,12,5,0.005
6112,62,13,9,0.009
6113,62,14,3,0.003
6114,62,15,5,0.005
6115,62,16,6,0.006
6116,62,17,10,0.01
6117,62,18,5,0.005
6118,62,19,2,0.002
6119,62,20,9,0.009
6120,62,21,8,0.008
6121,62,22,11,0.011
6122,62,23,10,0.01
6123,62,24,6,0.006
6124,62,25,8,0.008
6125,62,26,9,0.009
6126,62,27,5,0.005
6127,62,28,11,0.011
6128,62,29,10,0.01
6129,62,30,10,0.01
6130,62,31,7,0.007
6131,62,32,7,0.007
6132,62,33,4,0.004
6133,62,34,13,0.013
6134,62,35,12,0.012
6135,62,36,8,0.008
6136,62,37,13,0.013
6137,62,38,9,0.009
6138,62,39,13,0.013
6139,62,40,11,0.011
6140,62,41,6,0.006
6141,62,42,13,0.013
6142,62,43,13,0.013
6143,62,44,10,0.01
6144,62,45,13,0.013
6145,62,46,9,0.009
6146,62,47,15,0.015
6147,62,48,11,0.011
6148,62,49,8,0.008
6149,62,50,21,0.021
6150,62,51,15,0.015
6151,62,52,19,0.019
6152,62,53,9,0.009
6153,62,54,14,0.014
6154,62,55,12,0.012
6155,62,56,16,0.016
6156,62,57,16,0.016
6157,62,58,12,0.012
6158,62,59,15,0.015
6159,62,60,16,0.016
6160,62,61,17,0.017
6161,62,62,12,0.012
6162,62,63,10,0.01
6163,62,64,10,0.01
6164,62,65,14,0.014
6165,62,66,14,0.014
6166,62,67,21,0.021
6167,62,68,11,0.011
6168,62,69,16,0.016
6169,62,70,13,0.013
6170,62,71,13,0.013
6171,62,72,11,0.011
6172,62,73,19,0.019
6173,62,74,14,0.014
6174,62,75,16,0.016
6175,62,76,14,0.014
6176,62,77,14,0.014
6177,62,78,10,0.01
6178,62,79,21,0.021
6179,62,80,7,0.007
6180,62,81,15,0.015
6181,62,82,18,0.018
6182,62,83,21,0.021
6183,62,84,16,0.016
6184,62,85,13,0.013
6185,62,86,9,0.009
6186,62,87,11,0.011
6187,62,88,10,0.01
6188,62,89,9,0.009
6189,62,90,7,0.007
6190,62,91,13,0.013
6191,62,92,6,0.006
6192,62,93,7,0.007
6193,62,94,6,0.006
6194,62,95,6,0.006
6195,62,96,6,0.006
6196,62,97,6,0.006
6197,62,98,9,0.009
6198,62,99,5,0.005
